area_type,location,size,total_sqft,bath,balcony,age,price
Super built-up  Area,Mallathahalli,2,1100,2,2,5.643085828,64.08
Super built-up  Area,NRI Layout,3,1731,3,3,5.643085828,64.11
Super built-up  Area,Varthur,2,1210,2,1,5.643085828,64.15
Super built-up  Area,Kanakpura Road,3,1480,2,2,5.643639139,64.23
Super built-up  Area,Mysore Road,3,1340,2,2,5.643639139,64.31
Super built-up  Area,Mysore Road,3,1340,2,3,5.643639139,64.31
Super built-up  Area,Kanakpura Road,2,1309,2,3,5.64391069,64.39
Super built-up  Area,Divya Unnathi Layout,3,1610,2,2,5.64391069,64.4
Super built-up  Area,Divya Unnathi Layout,3,1611,2,2,5.64391069,64.44
Super built-up  Area,Bhoganhalli,2,1205,2,2,5.644446611,64.47
Super built-up  Area,Electronic City,3,1500,2,1,5.644446611,64.5
Super built-up  Area,Electronic City,2,1152,2,1,5.644446611,64.5
Super built-up  Area,Kanakpura Road,3,1550,3,3,5.644641063,64.5
Super built-up  Area,Vittasandra,2,1246,2,1,5.644641063,64.5
Super built-up  Area,Vittasandra,2,1246,2,1,5.644641063,64.5
Super built-up  Area,Kanakpura Road,3,1570,3,3,5.644951798,64.5
Super built-up  Area,Kanakpura Road,3,1570,3,3,5.644951798,64.5
Super built-up  Area,Yelahanka,3,1391,2,2,5.644951798,64.5
Super built-up  Area,Kanakpura Road,3,1570,3,3,5.645479846,64.5
Built-up  Area,Dena Bank Colony,3,1391,2,3,5.645479846,64.5
Super built-up  Area,Mahadevpura,2,1136,2,3,5.645479846,64.5
Super built-up  Area,Whitefield,2,1295,2,1,5.645572559,64.5
Super built-up  Area,Electronic City,3,1500,2,1,5.645572559,64.5
Super built-up  Area,Hosakerehalli,3,1795,3,2,5.645572559,64.62
Super built-up  Area,Kanakpura Road,3,1550,3,3,5.646393371,64.7
Super built-up  Area,Hosa Road,2,1364,2,1,5.646393371,64.79
Built-up  Area,Banjara Layout,2,1050,2,1,5.646393371,64.8
Super built-up  Area,Electronic City,2,1128,2,1,5.646510162,64.8
Super built-up  Area,Thanisandra,3,1853,3,1,5.646510162,64.86
Super built-up  Area,Raja Rajeshwari Nagar,3,1530,3,3,5.646510162,64.86
Super built-up  Area,Electronics City Phase 1,2,1175,2,2,5.646557664,64.98
Super built-up  Area,Electronic City,3,1360,2,1,5.646557664,64.99
Built-up  Area,Devasthanagalu,2,1200,2,1,5.646557664,65
Built-up  Area,LB Shastri Nagar,3,1600,3,2,5.647698012,65
Super built-up  Area,Devanahalli,2,1360,2,1,5.647698012,65
Super built-up  Area,CV Raman Nagar,3,1550,3,3,5.647698012,65
Super built-up  Area,Kammasandra,3,1595,3,2,5.648700181,65
Super built-up  Area,Dasarahalli,2,1295,2,1,5.648700181,65
Super built-up  Area,Dr Shivarama Karantha Nagar,3,1500,2,1,5.648700181,65
Super built-up  Area,Begur,4,1664,4,3,5.648822124,65
Super built-up  Area,Electronic City,2,1128,2,1,5.648822124,65
Super built-up  Area,Basaveshwara Nagar,2,1200,2,2,5.648822124,65
Super built-up  Area,Bannerghatta Road,2,1050,2,1,5.649168399,65
Plot  Area,Battarahalli,2,1200,2,1,5.649168399,65
Plot  Area,Kenchenahalli,5,500,3,2,5.649168399,65
Super built-up  Area,Begur Road,3,1584,3,,5.649453339,65
Plot  Area,T.C PALYA,2,1200,2,0,5.649453339,65
Super built-up  Area,HSR Layout,3,1430,2,1,5.649453339,65
Built-up  Area,Singasandra,3,1440,2,3,5.649874971,65
Super built-up  Area,Koramangala,2,1120,2,0,5.649874971,65
Plot  Area,Nagondanahalli,6,600,4,3,5.649874971,65
Built-up  Area,Kodigehaali,3,1320,3,0,5.649911054,65
Super built-up  Area,Subramanyapura,2,975,2,1,5.649911054,65
Plot  Area,Thurahalli,4,600,3,2,5.649911054,65
Super built-up  Area,TC Palaya,3,1600,2,2,5.651092761,65
Super built-up  Area,Kadugodi,3,1580,2,2,5.651092761,65
Super built-up  Area,Kullappa Colony,2,1480,2,2,5.651092761,65
Super built-up  Area,Kaggalipura,2,950,2,1,5.651893514,65
Built-up  Area,OMBR Layout,2,1078,2,3,5.651893514,65
Super built-up  Area,Jigani,2,924,2,2,5.651893514,65
Built-up  Area,Kanakpura Road,3,1558.67,2,2,5.652783637,65
Super built-up  Area,Whitefield,3,1485,3,2,5.652783637,65
Super built-up  Area,Puttanahalli,3,1450,3,1,5.652783637,65
Built-up  Area,Kannamangala,3,1550,3,3,5.652888565,65
Super built-up  Area,Raja Rajeshwari Nagar,2,1105,2,1,5.652888565,65
Super built-up  Area,Chikka Banaswadi,2,1093,2,2,5.652888565,65
Super built-up  Area,Bhoganhalli,3,1410,3,1,5.653120316,65
Built-up  Area,Hoodi,3,1445,3,2,5.653120316,65
Plot  Area,Thigalarapalya,2,1200,2,1,5.653120316,65
Super built-up  Area,Rustam Bagh Layout,2,1300,2,2,5.653511252,65
Plot  Area,TC Palaya,2,1200,2,0,5.653511252,65
Built-up  Area,Sarjapur,4,1550,2,2,5.653511252,65
Super built-up  Area,Hulimavu,3,1758,3,2,5.655710429,65
Super built-up  Area,Nallurhalli,2,1250,2,2,5.655710429,65
Super built-up  Area,Vijayanagar,2,1180,2,2,5.655710429,65
Super built-up  Area,Akshaya Nagar,3,1600,2,2,5.655725556,65
Super built-up  Area,9th Phase JP Nagar,2,1100,2,1,5.655725556,65
Built-up  Area,Thubarahalli,2,1185,2,2,5.655725556,65
Plot  Area,Ganga Nagar,3,720,3,3,5.655902969,65
Super built-up  Area,Mico Layout,3,1550,2,2,5.655902969,65
Super built-up  Area,Seegehalli,3,1525,3,2,5.655902969,65
Super built-up  Area,Kasturi Nagar,2,1101,2,2,5.656113961,65
Super built-up  Area,Gottigere,3,1300,3,3,5.656113961,65
Super built-up  Area,Padmanabhanagar,2,1100,2,2,5.656113961,65
Super built-up  Area,Vittasandra,2,1246,2,1,5.656329034,65
Super built-up  Area,Yelahanka,2,1300,2,3,5.656329034,65
Super built-up  Area,Balagere,2,1145,2,2,5.656329034,65
Super built-up  Area,Whitefield,2,1215,2,3,5.656343486,65
Super built-up  Area,7th Phase JP Nagar,3,1250,3,2,5.656343486,65
Super built-up  Area,Varthur,2,1280,2,,5.656343486,65
Super built-up  Area,Kengeri Satellite Town,2,1043,2,2,5.657841006,65
Plot  Area,Margondanahalli,3,1200,2,0,5.657841006,65
Super built-up  Area,Kaggadasapura,2,1180,2,2,5.657841006,65
Super built-up  Area,Mysore Road,2,1200,2,3,5.658585903,65
Built-up  Area,Narayana Nagar 1st Block,3,1360,2,2,5.658585903,65
Built-up  Area,Raja Rajeshwari Nagar,3,1570,2,2,5.658585903,65
Super built-up  Area,Ganga Nagar Extension,3,1000,2,1,5.659088297,65
Super built-up  Area,Tindlu,3,1357,2,2,5.659088297,65
Super built-up  Area,Doddathoguru,3,1549,3,2,5.659088297,65
Super built-up  Area,Electronic City,2,1128,2,1,5.659123168,65
Super built-up  Area,Yelahanka,3,1616,3,1,5.659123168,65
Super built-up  Area,Ramamurthy Nagar,3,1515,3,3,5.659123168,65
Built-up  Area,Kada Agrahara,3,2220,4,2,5.659574664,65
Plot  Area,Dasanapura,2,1500,3,1,5.659574664,65
Super built-up  Area,MCECHS  layout,3,1500,2,2,5.659574664,65
Super built-up  Area,Geddalahalli,2,1400,2,2,5.660218312,65
Super built-up  Area,MCECHS  layout,3,1500,3,2,5.660218312,65
Super built-up  Area,Ananth Nagar,3,1200,2,1,5.660218312,65
Super built-up  Area,Gottigere,3,1460,2,2,5.660339804,65
Super built-up  Area,AECS Layout,2,1199,2,2,5.660339804,65
Built-up  Area,Ramagondanahalli,2,920,2,3,5.660339804,65
Super built-up  Area,Sector 2 HSR Layout,2,1143,2,2,5.661224649,65
Super built-up  Area,Singasandra,2,1300,2,2,5.661224649,65
Super built-up  Area,Siddapura,3,1800,3,3,5.661224649,65
Super built-up  Area,Motappa Layout,3,1360,2,1,5.661890052,65
Super built-up  Area,Sector 2 HSR Layout,1,794,1,2,5.661890052,65
Built-up  Area,Yelahanka,3,1371,2,2,5.661890052,65
Built-up  Area,1st Stage Domlur,3,1350,2,2,5.66211514,65
Super built-up  Area,Bannerghatta Road,2,1275,2,2,5.66211514,65
Built-up  Area,6th Phase JP Nagar,2,1140,2,2,5.66211514,65
Super built-up  Area,Electronic City,2,1152,2,1,5.662286845,65
Plot  Area,Kanakpura Road,5,1080,6,3,5.662286845,65
Super built-up  Area,Balagere,2,1007,2,1,5.662286845,65
Super built-up  Area,Dollars Colony,2,1097,2,3,5.662525533,65
Built-up  Area,Bannerghatta Road,2,1150,2,2,5.662525533,65
Built-up  Area,EPIP Zone,2,1125,2,1,5.662525533,65
Super built-up  Area,Hormavu,2,1153,2,1,5.662564675,65
Super built-up  Area,AECS Layout,3,1800,3,3,5.662564675,65
Built-up  Area,Ramamurthy Nagar,4,850,2,1,5.662564675,65
Super built-up  Area,Padmanabhanagar,3,1400,3,0,5.662570992,65
Plot  Area,Ramamurthy Nagar,2,1110,2,0,5.662570992,65
Super built-up  Area,R.T. Nagar,2,1235,2,2,5.662570992,65
Super built-up  Area,Hennur Road,2,1480,2,2,5.662619316,65
Plot  Area,Singanayakanahalli,3,1500,2,0,5.662619316,65
Super built-up  Area,Bellandur,2,1060,2,1,5.662619316,65
Plot  Area,Kengeri Satellite Town,2,1200,2,1,5.663164112,65
Super built-up  Area,Kodichikkanahalli,3,1560,2,2,5.663164112,65
Super built-up  Area,Nagadevanahalli,3,1250,2,2,5.663164112,65
Super built-up  Area,Horamavu Agara,3,1265,2,1,5.663860359,65
Super built-up  Area,5th Phase JP Nagar,2,1390,2,2,5.663860359,65
Super built-up  Area,Yelahanka New Town,2,1385,2,3,5.663860359,65
Super built-up  Area,Sarjapur  Road,2,1230,2,1,5.664970501,65
Built-up  Area,Marathahalli,2,1050,2,1,5.664970501,65
Built-up  Area,Sultan Palaya,2,870,2,1,5.664970501,65
Plot  Area,Mysore Road,2,900,2,0,5.665185385,65
Super built-up  Area,Thanisandra,3,1200,2,1,5.665185385,65
Super built-up  Area,Panathur,2,1235,2,3,5.665185385,65
Plot  Area,Attur Layout,2,1200,1,0,5.665250632,65
Super built-up  Area, Devarachikkanahalli,3,1425,2,2,5.665250632,65
Plot  Area,Hallehalli,4,1260,4,2,5.665250632,65
Super built-up  Area,Raja Rajeshwari Nagar,2,1162,2,0,5.666158556,65
Super built-up  Area,Whitefield,2,1301,2,2,5.666158556,65
Super built-up  Area,Bannerghatta Road,2,1200,2,2,5.666158556,65
Super built-up  Area,Bannerghatta Road,2,1240,2,1,5.666214458,65
Super built-up  Area,Bellandur,2,1325,2,2,5.666214458,65
Super built-up  Area,BEML Layout,2,1194,2,1,5.666214458,65
Super built-up  Area,Whitefield,2,1242,2,2,5.666298295,65
Super built-up  Area,Hulimavu,2,1127,2,1,5.666298295,65
Super built-up  Area,Kalyan nagar,2,1198,2,1,5.666298295,65
Super built-up  Area,Whitefield,3,1548,3,1,5.666710988,65
Plot  Area,TC Palaya,4,600,4,0,5.666710988,65
Super built-up  Area,Jakkur,2,1125,2,2,5.666710988,65
Plot  Area,KR Puram,2,1200,1,0,5.667070098,65
Super built-up  Area,Subramanyapura,2,975,2,1,5.667070098,65
Built-up  Area,Banashankari,2,1186,2,3,5.667070098,65
Built-up  Area,Kanakapura,2,1340,2,2,5.667660494,65
Super built-up  Area,Electronic City,2,1296,2,2,5.667660494,65
Built-up  Area,Prithvi Layout,3,1620,3,,5.667660494,65
Super built-up  Area,Yelahanka,2,1519,2,3,5.667783745,65
Super built-up  Area,Jakkur,3,1355,2,2,5.667783745,65
Built-up  Area,Jigani,3,1200,3,2,5.667783745,65
Super built-up  Area,Volagerekallahalli,2,1492,2,2,5.668081747,65
Super built-up  Area,Lavakusha Nagar,3,1431,3,2,5.668081747,65
Super built-up  Area,Mysore Road,2,1170,2,2,5.668081747,65
Built-up  Area,GM Palaya,3,1315,2,2,5.669181494,65
Built-up  Area,Hoodi,2,1240,2,3,5.669181494,65
Built-up  Area,Dasanapura,2,1163,2,1,5.669181494,65
Super built-up  Area,Ganga Nagar,3,1410,3,2,5.66966826,65
Built-up  Area,TC Palaya,2,1200,2,0,5.66966826,65
Plot  Area,Vishwapriya Nagar,3,600,3,2,5.66966826,65
Plot  Area,Chandapura,2,1200,2,1,5.670682598,65
Super built-up  Area,Choodasandra,3,1254,2,1,5.670682598,65
Super built-up  Area,Nagadevanahalli,3,1240,2,2,5.670682598,65
Super built-up  Area,Jigani,3,1352,3,1,5.671466484,65
Super built-up  Area,Vinayaka Nagar,2,1340,2,1,5.671466484,65
Built-up  Area,Amruthahalli,3,1605,3,2,5.671466484,65
Plot  Area,Doddabommasandra,3,646,2,1,5.67233669,65
Built-up  Area,KHB Colony Extension,3,900,2,0,5.67233669,65
Super built-up  Area,Mallasandra,2,1325,2,,5.67233669,65
Plot  Area,Lakshmipura,2,1225,2,0,5.672980895,65
Super built-up  Area,Sarjapur  Road,3,1484,2,,5.672980895,65
Super built-up  Area,Babusapalaya,3,1410,2,3,5.672980895,65
Super built-up  Area,Nagadevanahalli,3,1240,2,2,5.674288802,65
Built-up  Area,Electronic City Phase II,3,1252,2,3,5.674288802,65
Built-up  Area,Uttarahalli,2,1099,2,2,5.674288802,65
Super built-up  Area,Horamavu Agara,3,1250,3,2,5.674787892,65
Super built-up  Area,Pattanagere,3,1900,3,0,5.674787892,65
Super built-up  Area,Nagappa Reddy Layout,3,1495,2,2,5.674787892,65
Super built-up  Area,Electronics City Phase 1,2,1125,2,2,5.67487134,65
Built-up  Area,7th Phase JP Nagar,3,1415,3,1,5.67487134,65
Plot  Area,Thurahalli,4,600,3,2,5.67487134,65
Built-up  Area,Kalyan nagar,2,1250,2,2,5.675103554,65
Super built-up  Area,Jigani,3,1221,3,2,5.675103554,65
Super built-up  Area,GM Palaya,3,1315,3,1,5.675103554,65
Super built-up  Area,Budigere,2,1149,2,2,5.675667394,65
Built-up  Area,7th Phase JP Nagar,2,1120,2,2,5.675667394,65
Super built-up  Area,8th Phase JP Nagar,3,1605,2,2,5.675667394,65
Super built-up  Area,HSR Layout,2,1142,2,2,5.675773582,65
Super built-up  Area,Telecom Layout,3,1450,2,1,5.675773582,65
Super built-up  Area,PNS Layout,2,1166,2,3,5.675773582,65
Super built-up  Area,Nagashetty Halli,2,1350,2,2,5.676345575,65
Built-up  Area,Haralur Road,2,1056,2,1,5.676345575,65
Super built-up  Area,Battarahalli,3,1516,3,3,5.676345575,65
Super built-up  Area,CV Raman Nagar,2,1285,2,2,5.676386932,65
Super built-up  Area,Karuna Nagar,2,1057,2,1,5.676386932,65
Built-up  Area,Yelahanka New Town,3,1209,2,3,5.676386932,65
Built-up  Area,Whitefield,3,1275,2,3,5.676505886,65
Super built-up  Area,Sarjapur  Road,3,1525,2,2,5.676505886,65
Super built-up  Area,Kaverappa Layout,2,1220,2,1,5.676505886,65
Built-up  Area,Margondanahalli,2,900,2,0,5.67760881,65
Built-up  Area,TC Palaya,2,1100,2,0,5.67760881,65
Super built-up  Area,Reliaable Tranquil Layout,2,1256,2,1,5.67760881,65
Plot  Area,Kenchenahalli,3,480,3,3,5.677637527,65
Plot  Area,Rajaji Nagar,2,432,2,1,5.677637527,65
Built-up  Area,Rajaji Nagar,2,720,2,2,5.677637527,65
Super built-up  Area,Harlur,2,1532,2,1,5.677748504,65
Built-up  Area,Richards Town,2,1050,2,2,5.677748504,65
Built-up  Area,Kanakpura Road,2,1240,2,2,5.677748504,65
Built-up  Area,Arehalli,3,1350,2,2,5.677800695,65
Super built-up  Area,Sarjapur  Road,3,1577,3,2,5.677800695,65
Super built-up  Area,Kodigehaali,3,1324,3,2,5.677800695,65
Built-up  Area,HAL Layout,3,1675,3,2,5.677914141,65
Super built-up  Area,Vidyaranyapura,3,1200,2,2,5.677914141,65
Built-up  Area,Canara Bank Layout,3,1450,3,1,5.677914141,65
Super built-up  Area,Thubarahalli,3,1418,2,2,5.678351891,65
Built-up  Area,Kumarapalli,3,1488,2,2,5.678351891,65
Super built-up  Area,Thanisandra,2,1056,2,2,5.678351891,65
Super built-up  Area,Hebbal,3,1315,3,3,5.678509326,65
Built-up  Area,HBR Layout,2,1198,2,1,5.678509326,65
Super built-up  Area,Uttarahalli,3,1265,2,2,5.678509326,65
Super built-up  Area,Kanakpura Road,3,1450,3,2,5.678625645,65
Super built-up  Area,Gopalkrishna Nagar,2,1155,2,1,5.678625645,65
Super built-up  Area,Balagere,2,1012,2,1,5.678625645,65
Built-up  Area,Begur,2,1306,2,3,5.679689281,65
Super built-up  Area,Vasanthapura,2,1500,2,2,5.679689281,65
Super built-up  Area,Bannerghatta Road,2,905,2,1,5.679689281,65
Built-up  Area,Kanakpura Road,2,1140,2,1,5.679880456,65
Super built-up  Area,Devanahalli,2,1340,2,1,5.679880456,65
Super built-up  Area,Whitefield,2,1100,2,2,5.679880456,65
Super built-up  Area,Varthur,5,1000,4,0,5.682476727,65
Built-up  Area,Whitefield,3,1270,2,2,5.682476727,65
Plot  Area,Hosakerehalli,2,600,2,0,5.682476727,65
Super built-up  Area,Sultan Palaya,2,1009,2,1,5.682861322,65
Super built-up  Area,Ramamurthy Nagar Extension,3,1540,3,2,5.682861322,65
Super built-up  Area,Ganga Nagar,2,998,2,2,5.682861322,65
Super built-up  Area,Amruthahalli,2,1202,2,1,5.684122076,65
Super built-up  Area,Jigani,3,1221,3,2,5.684122076,65
Built-up  Area,Thanisandra,3,1241,2,1,5.684122076,65
Super built-up  Area,Hormavu,3,1365,2,2,5.684473258,65
Super built-up  Area,Hosur Road,2,1250,2,2,5.684473258,65
Super built-up  Area,Begur,3,1304,3,0,5.684473258,65
Super built-up  Area,Marathahalli,2,1144,2,2,5.685544439,65
Super built-up  Area,Sarjapur  Road,3,1181,2,1,5.685544439,65
Super built-up  Area,9th Phase JP Nagar,3,1571,3,2,5.685544439,65
Plot  Area,Govindapura,4,702,4,0,5.685707175,65
Super built-up  Area,Thirupalya,2,1025,2,1,5.685707175,65
Super built-up  Area,Murugeshpalya,3,1600,2,1,5.685707175,65
Super built-up  Area,Thanisandra,3,1262,2,1,5.685730962,65
Super built-up  Area,Hosa Road,2,1170,2,2,5.685730962,65
Super built-up  Area,Sarjapur  Road,3,1525,2,2,5.685730962,65
Super built-up  Area,Adugodi,2,1201,2,1,5.686293112,65
Built-up  Area,Austin Town,2,950,2,0,5.686293112,65
Super built-up  Area,Munnekollal,3,1800,3,3,5.686293112,65
Super built-up  Area,Kasavanhalli,2,1100,2,1,5.686392608,65
Super built-up  Area,Sonnenahalli,3,1415,2,1,5.686392608,65
Super built-up  Area,Kanakpura Road,3,1419.59,2,1,5.686392608,65
Built-up  Area,"Off Sarjapur Road, ",2,1298,2,1,5.686845562,65
Super built-up  Area,Bisuvanahalli,3,1080,2,2,5.686845562,65
Super built-up  Area,Kaggalipura,3,1210,2,1,5.686845562,65
Super built-up  Area,Kaval Byrasandra,3,1900,2,2,5.688242983,65
Super built-up  Area,Harlur,2,1532,2,1,5.688242983,65
Super built-up  Area,Ganga Nagar,2,1250,2,2,5.688242983,65
Super built-up  Area,Hormavu,2,1250,2,2,5.688943049,65
Super built-up  Area,Lavakusha Nagar,3,1545,3,2,5.688943049,65
Super built-up  Area,Basavanapura,2,1165,2,1,5.688943049,65
Plot  Area,Jaraganahalli Jp Nagar Post,4,600,4,3,5.688956505,65
Built-up  Area,EPIP Zone,2,1810,2,2,5.688956505,65
Built-up  Area,Hulimavu,3,1320,2,2,5.688956505,65
Super built-up  Area,Kallumantapa,2,1255,2,3,5.689341577,65
Built-up  Area,Ashwath Nagar,2,1220,2,3,5.689341577,65
Super built-up  Area,Agrahara Dasarahalli,1,1200,1,0,5.689341577,65
Built-up  Area,Tindlu,3,1370.07,3,1,5.689564063,65
Super built-up  Area,Battarahalli,4,2500,3,1,5.689564063,65
Built-up  Area,Rayasandra,5,1200,3,1,5.689564063,65
Built-up  Area,Sompura,3,1350,3,1,5.689867244,65
Built-up  Area,Chikkabanavar,5,2000,4,0,5.689867244,65
Super built-up  Area,Thanisandra,2,1226,2,1,5.689867244,65
Super built-up  Area,Hessarghatta,3,1330,3,2,5.689943504,65
Plot  Area,Margondanahalli,2,1200,2,1,5.689943504,65
Super built-up  Area,J C Nagar,3,1525,3,3,5.689943504,65
Built-up  Area,Doddakammanahalli,3,2500,4,,5.69022441,65
Super built-up  Area,Ganga Nagar,1,705,1,1,5.69022441,65
Super built-up  Area,Kammasandra,3,1500,3,2,5.69022441,65
Super built-up  Area,Guddadahalli,2,1180,2,2,5.690518257,65
Plot  Area,Attibele,3,1700,3,1,5.690518257,65
Super built-up  Area,Billekahalli,2,1125,2,1,5.690518257,65
Super built-up  Area,Electronic City Phase II,3,1252,2,1,5.691121746,65
Super built-up  Area,Electronic City Phase II,3,1305,3,1,5.691121746,65
Super built-up  Area,KR Garden,2,1050,2,2,5.691121746,65
Super built-up  Area,Varthur,2,1000,1,1,5.691129213,65
Super built-up  Area,Glass Factory Layout,3,1450,3,3,5.691129213,65
Super built-up  Area,Ankappa Layout,3,1425,2,2,5.691129213,65
Built-up  Area,3rd Stage Raja Rajeshwari Nagar,2,1300,3,1,5.691650412,65
Super built-up  Area,Byrasandra,2,1250,2,2,5.691650412,65
Super built-up  Area,CV Raman Nagar,3,1480,3,2,5.691650412,65
Super built-up  Area,Doddathoguru,3,1382,3,1,5.691659801,65
Super built-up  Area,Vittasandra,2,1246,2,1,5.691659801,65
Super built-up  Area,Raja Rajeshwari Nagar,2,1157,2,1,5.691659801,65
Super built-up  Area,Jakkur,3,1150,3,2,5.691798358,65
Plot  Area,Margondanahalli,2,1160,2,1,5.691798358,65
Super built-up  Area,Jigani,3,1221,3,3,5.691798358,65
Built-up  Area,Kothanur,2,1400,2,2,5.692877721,65
Super built-up  Area,Pai Layout,3,1510,2,2,5.692877721,65
Super built-up  Area,BEML Layout,2,1194,2,1,5.692877721,65
Carpet  Area,Dinnur,2,1100,2,,5.693896342,65
Super built-up  Area,Bannerghatta Road,2,1215,2,1,5.693896342,65
Plot  Area,Vasanthpura,6,600,6,2,5.693896342,65
Plot  Area,Chandapura,3,1200,3,2,5.694610808,65
Super built-up  Area,Kumarapalli,3,1486,2,2,5.694610808,65
Super built-up  Area,Basavanapura,7,1800,5,3,5.694610808,65
Super built-up  Area,Pai Layout,3,1600,2,1,5.694637941,65
Carpet  Area,Shivaji Nagar,2,600,1,1,5.694637941,65
Super built-up  Area,Kundalahalli,2,1175,2,1,5.694637941,65
Built-up  Area,Reliaable Tranquil Layout,2,1256,2,1,5.694779112,65
Super built-up  Area,Doddanakundi Industrial Area 2,2,1512,1,2,5.694779112,65.01
Super built-up  Area,Kanakpura Road,3,1550,3,3,5.694779112,65.1
Super built-up  Area,Kanakpura Road,3,1550,3,3,5.695144684,65.11
Super built-up  Area,Bannerghatta Road,2,1115,2,1,5.695144684,65.12
Super built-up  Area,Hennur Road,3,1976,3,3,5.695144684,65.21
Plot  Area,Vidyaranyapura,4,770,3,2,5.69552199,65.25
Super built-up  Area,Yelahanka,3,1445 - 1455,3,0,5.69552199,65.255
Super built-up  Area,Bannerghatta Road,2,1255,2,2,5.69552199,65.26
Super built-up  Area,Panathur,2,1000,2,1,5.695537775,65.3
Super built-up  Area,Yelahanka,2,1390,2,2,5.695537775,65.31
Super built-up  Area,Electronic City,2,1128,2,1,5.695537775,65.35
Carpet  Area,Hebbal,3,1069,3,2,5.695897215,65.4
Super built-up  Area,Vittasandra,2,1246,2,1,5.695897215,65.4
Super built-up  Area,Electronic City,2,1128,2,1,5.695897215,65.4
Super built-up  Area,Electronic City,2,1128,2,1,5.696016625,65.45
Super built-up  Area,Electronic City,2,1128,2,1,5.696016625,65.49
Super built-up  Area,OMBR Layout,2,1101,2,2,5.696016625,65.5
Super built-up  Area,OMBR Layout,2,1041,2,2,5.696277886,65.5
Super built-up  Area,Electronic City,2,1128,2,1,5.696277886,65.5
Built-up  Area,1st Block Koramangala,2,860,2,2,5.696277886,65.5
Super built-up  Area,Electronic City,2,1128,2,1,5.696410259,65.58
